3
Zombie6 700 50
Zombie7 500 75
Zombie8 100 350
pictures/tileset.bmp
tile0	grass	tile1	grass	tile2	rock	tile3	rock	tile4	up	tile5	down	tile6	bush	tile7	wall	tile8	house	tile9	house	tile10	house	tile11	house	tile12	house	tile13	house
tile14	grass	tile15	grass	tile16	rock	tile17	rock	tile18	left	tile19	right	tile20	bridge	tile21	empty	tile22	house	tile23	house	tile24	house	tile25	house	tile26	house	tile27	house
tile28	grass	tile29	grass	tile30	grass	tile31	grass	tile32	empty	tile33	empty	tile34	empty	tile35	empty	tile36	house	tile37	house	tile38	house	tile39	house	tile40	house	tile41	house
tile42	grass	tile43	grass	tile44	grass	tile45	grass	tile46	empty	tile47	empty	tile48	empty	tile49	empty	tile50	house	tile51	house	tile52	house	tile53	house	tile54	house	tile55	house
tile56	water	tile57	water	tile58	empty	tile59	empty	tile60	empty	tile61	empty	tile62	empty	tile63	empty	tile64	house	tile65	house	tile66	house	tile67	house	tile68	house	tile69	house
tile70	grass	tile71	grass	tile72	empty	tile73	empty	tile74	empty	tile75	empty	tile76	empty	tile77	empty	tile78	house	tile79	house	tile80	hIn	tile81	hIn	tile82	house	tile83	house
tile84	grass	tile85	grass	tile86	empty	tile87	empty	tile88	empty	tile89	empty	tile90	empty	tile91	empty	tile92	close	tile93	close	tile94	door	tile95	door	tile96	house	tile97	empty
0 0
7	7	7	7	7	7	7	7	7	7	7	7	4	4	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
7	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
7	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	7
7	0	0	0	70	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	7
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	20	20	56	56	56	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	20	20	56	56	56	56	56	56
18	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	57	56	56	20	20	56	56	56	56	56	56
18	0	0	0	30	56	56	56	57	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	20	20	56	56	56	57	56	56
7	0	14	0	30	56	56	56	56	56	56	56	56	56	56	57	56	56	56	56	56	56	56	28	45	45	29	56	56	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	31	0	0	30	56	56	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	31	14	0	30	56	56	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	57	56	56	31	0	0	30	56	56	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	31	0	15	30	56	56	56	56	56
7	0	0	15	30	56	56	56	56	56	57	56	56	56	56	56	56	56	56	56	56	56	56	31	0	0	30	56	56	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	42	44	44	43	56	56	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	57	56	56	56	56	56	56	56	56	56	56	56	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	57	56	56	56
7	0	0	0	30	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56
7	7	7	7	7	56	56	56	56	56	56	56	56	57	56	56	56	56	56	56	56	56	56	57	56	56	56	56	56	56	56	56
